data_status,response_id,version,position,scenario,scenario_sector,data_signal,accountability,choice_key,over_reliance,accuracy,confidence,perceived_stakes,verification_intent,options_asked,options_generated,seconds_on_page,attn_shown,attn_correct,use_frequency,role,sector,experience,seniority,org_size,analytics_familiarity,dissent_route,follow_up,attn_pass,attn_total,mc_immediate_correct,mc_count_response,mc_count_correct,suspicion_pattern,suspicion_text,started,submitted,total_seconds,interview_mode,submitted_at,consent_quotes,consent_storage,consent_confidential,consent_date,country,iv_sector,job_title,level,years_experience,dashboard_frequency,people_responsible,stale_warning_shown,bi_training,age_band,qualification,Q1_text,Q2_text,Q3_text,Q4_text,Q5_text,Q6_text,Q7_text,Q8_text,Q9_text,Q10_prompt,Q10_text,Q11_text,Q12_text,R1,R2,R3,R4,R5,R6,R7,R8,blame_asymmetry_R5_minus_R4,behavioural_profile,fault_detected,objection_raised,objection_recorded,objection_answered,outcome,codes,iv_total_seconds
COLLECTED,S082,2,4,retention,Technology,hidden,auditable,correct,0,1,5,6,0,0,,75,0,,About once a week,Manager with budget or people responsibility,Education,15 years or more,Senior manager or head of function,250 to 999,2,2,1,2,2,1,5,0,1,Whether accountability pressure makes people hide behind the report.,2026-08-14T05:56:23.000Z,2026-08-14T06:17:27.000Z,1264,now,2026-08-14T06:46:13.000Z,Yes,Yes,Yes,8/14/2026,India,Education,Deputy Registrar - Academic Administration,Senior manager or head of function,15 years or more,About once a week,10 to 24,I do not know,No,45 to 54,Doctorate,"We are not a very dashboard heavy place. There is an ERP module with admission and attendance data, and I look at a student enrolment summary and a fee collection status report. During accreditation season there is a separate data sheet for NIRF and NAAC which is compiled by hand from several sources. When the enrolment report opens I look at programme wise vacancy against sanctioned intake, because everything else in my work follows from that number.","We had to decide whether to run an elective in the odd semester with a small cohort. The system showed 14 registrations against a minimum of 20, and the automatic recommendation in the ERP was to withdraw the course. What I noticed is that our registration window closes before the supplementary results are declared, so students who are yet to clear a prerequisite cannot register even though many of them will clear it. I asked the examination section for the pending list and roughly 11 more students were eligible once the results came. We ran the course and it had 23 students. The system was working correctly and the calendar was the problem, but the effect on the decision was the same.","Frankly I do not know how to tell, and I am not sure anyone here does. The ERP was implemented by a vendor and we were trained on data entry, not on how the reports are built. There is no message about stale data that I have seen. My way of checking is to ask the section that owns the data, so for enrolment I ask the admission cell and for attendance I ask the department. If the two do not agree then I know one of them is wrong, and usually the ERP figure is the older one because entries are made in batches at the end of the month.","Yes. The attendance dashboard showed one department with 94 per cent average attendance which was simply not credible, we all walk past those classrooms. What had happened is that faculty were marking attendance at the end of the month from memory rather than daily in the app, and when you fill it from memory you fill it generously. So the data was entered, it was complete, and it was fiction.","I raised it verbally with the head of that department and then in the academic monitoring committee. Nothing was written specifically. The head was defensive, which I expected, because attendance is tied to eligibility for the examination and there are consequences for students. What happened in the end is that we made the app mark entries with a timestamp so that late entry becomes visible. That took about a year and it happened because of an audit query, not because of my point. My objection was not recorded anywhere. If you asked the committee today, nobody would remember I raised it.","In a university, a document carries weight, but the document that carries weight is the one required by a statute or by the accreditation body. A report generated internally has much less standing than a minute of a statutory body. So a decision backed by a report is somewhat easier to defend, but a decision backed by a resolution is very much easier. My own judgement, after twenty two years, carries some weight in the corridor and almost none in the file. That is the honest position and it is a little disappointing to write it down.","If I follow the system and the outcome is poor, it is treated as a procedural matter. If I withdraw or run a course against what the system recommends and it goes badly, then it is my decision and it will be raised in the next review, sometimes years later when the cohort's results come out. The asymmetry is large. I would add that in academia the timescales are so long that the person who took the decision is often no longer in that seat, which paradoxically makes people more cautious, not less, because they know the record will outlive them.","Our clerks in the examination section know the data better than anyone. One of them told us repeatedly that the mapping of elective courses to credits was wrong for one programme, which would affect the transcripts. He told his section officer. It went nowhere for two semesters. It surfaced when a student going abroad had a transcript query and then it was fixed in a week. Nobody recorded that he had raised it. When it was fixed the credit was taken by the committee that fixed it. I remember thinking that if we had a place to write these things, that clerk would have three years of correct predictions to his name.","Yes it does. The ERP gives me registrations, vacancy and fee status, so my options are run the course, withdraw it, or merge sections. What is never on the table is changing when the registration window opens, which as I explained is the actual cause of the problem. The system cannot show me a decision that is about the system's own timing, so that option has to be raised by a human being who has noticed, and most people are too busy to notice.","In the study you have just completed, in the scenario about renewing a supplier at increased volume the dashboard indicated that the supplier scored 98.6 per cent and should be renewed at higher volume, while what you knew locally was that the inspector had been passing batches by eye because the test rig was out of calibration. You chose: Move volume to the second-ranked supplier instead.Looking back, what would drive your choice if this were a real decision at your work?","I chose to move the volume to the second ranked supplier, which I notice is neither accepting nor checking. Looking back that was a way of avoiding the argument. It removes the immediate risk and it does not require me to challenge anybody's scorecard, and I think that is a very administrative instinct, to route around a problem rather than to name it. In my own work the equivalent would be quietly not running a course rather than saying the eligibility data is wrong. What would drive the real decision is whether naming the problem creates a conflict with a colleague I have to work with for the next ten years. In a small institution that consideration is much heavier than people outside understand.","A place to record a doubt that does not require an accusation. In our culture, questioning a number is heard as questioning a colleague's integrity, because the number was entered by a person sitting two rooms away. Until it is possible to say this figure looks doubtful without it becoming personal, people will simply stay quiet, and no amount of software will change that.",Perhaps that you should consider institutions where the data is entered by the same people who are judged by it. That is our situation and I suspect it is common in the public sector generally. The problem is not that people do not trust the dashboard. It is that everybody knows exactly how the dashboard is made.,4,,6,3,6,2,2,5,3,,,,,,,,1719
COLLECTED,S082,2,5,freight,Logistics,visible,own,correct,0,1,5,4,1,1,1,100,0,,About once a week,Manager with budget or people responsibility,Education,15 years or more,Senior manager or head of function,250 to 999,2,2,1,2,2,1,5,0,1,Whether accountability pressure makes people hide behind the report.,2026-08-14T05:56:23.000Z,2026-08-14T06:17:27.000Z,1264,now,2026-08-14T06:46:13.000Z,Yes,Yes,Yes,8/14/2026,India,Education,Deputy Registrar - Academic Administration,Senior manager or head of function,15 years or more,About once a week,10 to 24,I do not know,No,45 to 54,Doctorate,"We are not a very dashboard heavy place. There is an ERP module with admission and attendance data, and I look at a student enrolment summary and a fee collection status report. During accreditation season there is a separate data sheet for NIRF and NAAC which is compiled by hand from several sources. When the enrolment report opens I look at programme wise vacancy against sanctioned intake, because everything else in my work follows from that number.","We had to decide whether to run an elective in the odd semester with a small cohort. The system showed 14 registrations against a minimum of 20, and the automatic recommendation in the ERP was to withdraw the course. What I noticed is that our registration window closes before the supplementary results are declared, so students who are yet to clear a prerequisite cannot register even though many of them will clear it. I asked the examination section for the pending list and roughly 11 more students were eligible once the results came. We ran the course and it had 23 students. The system was working correctly and the calendar was the problem, but the effect on the decision was the same.","Frankly I do not know how to tell, and I am not sure anyone here does. The ERP was implemented by a vendor and we were trained on data entry, not on how the reports are built. There is no message about stale data that I have seen. My way of checking is to ask the section that owns the data, so for enrolment I ask the admission cell and for attendance I ask the department. If the two do not agree then I know one of them is wrong, and usually the ERP figure is the older one because entries are made in batches at the end of the month.","Yes. The attendance dashboard showed one department with 94 per cent average attendance which was simply not credible, we all walk past those classrooms. What had happened is that faculty were marking attendance at the end of the month from memory rather than daily in the app, and when you fill it from memory you fill it generously. So the data was entered, it was complete, and it was fiction.","I raised it verbally with the head of that department and then in the academic monitoring committee. Nothing was written specifically. The head was defensive, which I expected, because attendance is tied to eligibility for the examination and there are consequences for students. What happened in the end is that we made the app mark entries with a timestamp so that late entry becomes visible. That took about a year and it happened because of an audit query, not because of my point. My objection was not recorded anywhere. If you asked the committee today, nobody would remember I raised it.","In a university, a document carries weight, but the document that carries weight is the one required by a statute or by the accreditation body. A report generated internally has much less standing than a minute of a statutory body. So a decision backed by a report is somewhat easier to defend, but a decision backed by a resolution is very much easier. My own judgement, after twenty two years, carries some weight in the corridor and almost none in the file. That is the honest position and it is a little disappointing to write it down.","If I follow the system and the outcome is poor, it is treated as a procedural matter. If I withdraw or run a course against what the system recommends and it goes badly, then it is my decision and it will be raised in the next review, sometimes years later when the cohort's results come out. The asymmetry is large. I would add that in academia the timescales are so long that the person who took the decision is often no longer in that seat, which paradoxically makes people more cautious, not less, because they know the record will outlive them.","Our clerks in the examination section know the data better than anyone. One of them told us repeatedly that the mapping of elective courses to credits was wrong for one programme, which would affect the transcripts. He told his section officer. It went nowhere for two semesters. It surfaced when a student going abroad had a transcript query and then it was fixed in a week. Nobody recorded that he had raised it. When it was fixed the credit was taken by the committee that fixed it. I remember thinking that if we had a place to write these things, that clerk would have three years of correct predictions to his name.","Yes it does. The ERP gives me registrations, vacancy and fee status, so my options are run the course, withdraw it, or merge sections. What is never on the table is changing when the registration window opens, which as I explained is the actual cause of the problem. The system cannot show me a decision that is about the system's own timing, so that option has to be raised by a human being who has noticed, and most people are too busy to notice.","In the study you have just completed, in the scenario about renewing a supplier at increased volume the dashboard indicated that the supplier scored 98.6 per cent and should be renewed at higher volume, while what you knew locally was that the inspector had been passing batches by eye because the test rig was out of calibration. You chose: Move volume to the second-ranked supplier instead.Looking back, what would drive your choice if this were a real decision at your work?","I chose to move the volume to the second ranked supplier, which I notice is neither accepting nor checking. Looking back that was a way of avoiding the argument. It removes the immediate risk and it does not require me to challenge anybody's scorecard, and I think that is a very administrative instinct, to route around a problem rather than to name it. In my own work the equivalent would be quietly not running a course rather than saying the eligibility data is wrong. What would drive the real decision is whether naming the problem creates a conflict with a colleague I have to work with for the next ten years. In a small institution that consideration is much heavier than people outside understand.","A place to record a doubt that does not require an accusation. In our culture, questioning a number is heard as questioning a colleague's integrity, because the number was entered by a person sitting two rooms away. Until it is possible to say this figure looks doubtful without it becoming personal, people will simply stay quiet, and no amount of software will change that.",Perhaps that you should consider institutions where the data is entered by the same people who are judged by it. That is our situation and I suspect it is common in the public sector generally. The problem is not that people do not trust the dashboard. It is that everybody knows exactly how the dashboard is made.,4,,6,3,6,2,2,5,3,,,,,,,,1719
COLLECTED,S082,2,6,kovai,Retail,visible,auditable,correct,0,1,6,5,1,1,0,91,1,1,About once a week,Manager with budget or people responsibility,Education,15 years or more,Senior manager or head of function,250 to 999,2,2,1,2,2,1,5,0,1,Whether accountability pressure makes people hide behind the report.,2026-08-14T05:56:23.000Z,2026-08-14T06:17:27.000Z,1264,now,2026-08-14T06:46:13.000Z,Yes,Yes,Yes,8/14/2026,India,Education,Deputy Registrar - Academic Administration,Senior manager or head of function,15 years or more,About once a week,10 to 24,I do not know,No,45 to 54,Doctorate,"We are not a very dashboard heavy place. There is an ERP module with admission and attendance data, and I look at a student enrolment summary and a fee collection status report. During accreditation season there is a separate data sheet for NIRF and NAAC which is compiled by hand from several sources. When the enrolment report opens I look at programme wise vacancy against sanctioned intake, because everything else in my work follows from that number.","We had to decide whether to run an elective in the odd semester with a small cohort. The system showed 14 registrations against a minimum of 20, and the automatic recommendation in the ERP was to withdraw the course. What I noticed is that our registration window closes before the supplementary results are declared, so students who are yet to clear a prerequisite cannot register even though many of them will clear it. I asked the examination section for the pending list and roughly 11 more students were eligible once the results came. We ran the course and it had 23 students. The system was working correctly and the calendar was the problem, but the effect on the decision was the same.","Frankly I do not know how to tell, and I am not sure anyone here does. The ERP was implemented by a vendor and we were trained on data entry, not on how the reports are built. There is no message about stale data that I have seen. My way of checking is to ask the section that owns the data, so for enrolment I ask the admission cell and for attendance I ask the department. If the two do not agree then I know one of them is wrong, and usually the ERP figure is the older one because entries are made in batches at the end of the month.","Yes. The attendance dashboard showed one department with 94 per cent average attendance which was simply not credible, we all walk past those classrooms. What had happened is that faculty were marking attendance at the end of the month from memory rather than daily in the app, and when you fill it from memory you fill it generously. So the data was entered, it was complete, and it was fiction.","I raised it verbally with the head of that department and then in the academic monitoring committee. Nothing was written specifically. The head was defensive, which I expected, because attendance is tied to eligibility for the examination and there are consequences for students. What happened in the end is that we made the app mark entries with a timestamp so that late entry becomes visible. That took about a year and it happened because of an audit query, not because of my point. My objection was not recorded anywhere. If you asked the committee today, nobody would remember I raised it.","In a university, a document carries weight, but the document that carries weight is the one required by a statute or by the accreditation body. A report generated internally has much less standing than a minute of a statutory body. So a decision backed by a report is somewhat easier to defend, but a decision backed by a resolution is very much easier. My own judgement, after twenty two years, carries some weight in the corridor and almost none in the file. That is the honest position and it is a little disappointing to write it down.","If I follow the system and the outcome is poor, it is treated as a procedural matter. If I withdraw or run a course against what the system recommends and it goes badly, then it is my decision and it will be raised in the next review, sometimes years later when the cohort's results come out. The asymmetry is large. I would add that in academia the timescales are so long that the person who took the decision is often no longer in that seat, which paradoxically makes people more cautious, not less, because they know the record will outlive them.","Our clerks in the examination section know the data better than anyone. One of them told us repeatedly that the mapping of elective courses to credits was wrong for one programme, which would affect the transcripts. He told his section officer. It went nowhere for two semesters. It surfaced when a student going abroad had a transcript query and then it was fixed in a week. Nobody recorded that he had raised it. When it was fixed the credit was taken by the committee that fixed it. I remember thinking that if we had a place to write these things, that clerk would have three years of correct predictions to his name.","Yes it does. The ERP gives me registrations, vacancy and fee status, so my options are run the course, withdraw it, or merge sections. What is never on the table is changing when the registration window opens, which as I explained is the actual cause of the problem. The system cannot show me a decision that is about the system's own timing, so that option has to be raised by a human being who has noticed, and most people are too busy to notice.","In the study you have just completed, in the scenario about renewing a supplier at increased volume the dashboard indicated that the supplier scored 98.6 per cent and should be renewed at higher volume, while what you knew locally was that the inspector had been passing batches by eye because the test rig was out of calibration. You chose: Move volume to the second-ranked supplier instead.Looking back, what would drive your choice if this were a real decision at your work?","I chose to move the volume to the second ranked supplier, which I notice is neither accepting nor checking. Looking back that was a way of avoiding the argument. It removes the immediate risk and it does not require me to challenge anybody's scorecard, and I think that is a very administrative instinct, to route around a problem rather than to name it. In my own work the equivalent would be quietly not running a course rather than saying the eligibility data is wrong. What would drive the real decision is whether naming the problem creates a conflict with a colleague I have to work with for the next ten years. In a small institution that consideration is much heavier than people outside understand.","A place to record a doubt that does not require an accusation. In our culture, questioning a number is heard as questioning a colleague's integrity, because the number was entered by a person sitting two rooms away. Until it is possible to say this figure looks doubtful without it becoming personal, people will simply stay quiet, and no amount of software will change that.",Perhaps that you should consider institutions where the data is entered by the same people who are judged by it. That is our situation and I suspect it is common in the public sector generally. The problem is not that people do not trust the dashboard. It is that everybody knows exactly how the dashboard is made.,4,,6,3,6,2,2,5,3,,,,,,,,1719
COLLECTED,S082,2,7,kiln,Industrial,hidden,own,correct,0,1,7,6,1,0,,72,0,,About once a week,Manager with budget or people responsibility,Education,15 years or more,Senior manager or head of function,250 to 999,2,2,1,2,2,1,5,0,1,Whether accountability pressure makes people hide behind the report.,2026-08-14T05:56:23.000Z,2026-08-14T06:17:27.000Z,1264,now,2026-08-14T06:46:13.000Z,Yes,Yes,Yes,8/14/2026,India,Education,Deputy Registrar - Academic Administration,Senior manager or head of function,15 years or more,About once a week,10 to 24,I do not know,No,45 to 54,Doctorate,"We are not a very dashboard heavy place. There is an ERP module with admission and attendance data, and I look at a student enrolment summary and a fee collection status report. During accreditation season there is a separate data sheet for NIRF and NAAC which is compiled by hand from several sources. When the enrolment report opens I look at programme wise vacancy against sanctioned intake, because everything else in my work follows from that number.","We had to decide whether to run an elective in the odd semester with a small cohort. The system showed 14 registrations against a minimum of 20, and the automatic recommendation in the ERP was to withdraw the course. What I noticed is that our registration window closes before the supplementary results are declared, so students who are yet to clear a prerequisite cannot register even though many of them will clear it. I asked the examination section for the pending list and roughly 11 more students were eligible once the results came. We ran the course and it had 23 students. The system was working correctly and the calendar was the problem, but the effect on the decision was the same.","Frankly I do not know how to tell, and I am not sure anyone here does. The ERP was implemented by a vendor and we were trained on data entry, not on how the reports are built. There is no message about stale data that I have seen. My way of checking is to ask the section that owns the data, so for enrolment I ask the admission cell and for attendance I ask the department. If the two do not agree then I know one of them is wrong, and usually the ERP figure is the older one because entries are made in batches at the end of the month.","Yes. The attendance dashboard showed one department with 94 per cent average attendance which was simply not credible, we all walk past those classrooms. What had happened is that faculty were marking attendance at the end of the month from memory rather than daily in the app, and when you fill it from memory you fill it generously. So the data was entered, it was complete, and it was fiction.","I raised it verbally with the head of that department and then in the academic monitoring committee. Nothing was written specifically. The head was defensive, which I expected, because attendance is tied to eligibility for the examination and there are consequences for students. What happened in the end is that we made the app mark entries with a timestamp so that late entry becomes visible. That took about a year and it happened because of an audit query, not because of my point. My objection was not recorded anywhere. If you asked the committee today, nobody would remember I raised it.","In a university, a document carries weight, but the document that carries weight is the one required by a statute or by the accreditation body. A report generated internally has much less standing than a minute of a statutory body. So a decision backed by a report is somewhat easier to defend, but a decision backed by a resolution is very much easier. My own judgement, after twenty two years, carries some weight in the corridor and almost none in the file. That is the honest position and it is a little disappointing to write it down.","If I follow the system and the outcome is poor, it is treated as a procedural matter. If I withdraw or run a course against what the system recommends and it goes badly, then it is my decision and it will be raised in the next review, sometimes years later when the cohort's results come out. The asymmetry is large. I would add that in academia the timescales are so long that the person who took the decision is often no longer in that seat, which paradoxically makes people more cautious, not less, because they know the record will outlive them.","Our clerks in the examination section know the data better than anyone. One of them told us repeatedly that the mapping of elective courses to credits was wrong for one programme, which would affect the transcripts. He told his section officer. It went nowhere for two semesters. It surfaced when a student going abroad had a transcript query and then it was fixed in a week. Nobody recorded that he had raised it. When it was fixed the credit was taken by the committee that fixed it. I remember thinking that if we had a place to write these things, that clerk would have three years of correct predictions to his name.","Yes it does. The ERP gives me registrations, vacancy and fee status, so my options are run the course, withdraw it, or merge sections. What is never on the table is changing when the registration window opens, which as I explained is the actual cause of the problem. The system cannot show me a decision that is about the system's own timing, so that option has to be raised by a human being who has noticed, and most people are too busy to notice.","In the study you have just completed, in the scenario about renewing a supplier at increased volume the dashboard indicated that the supplier scored 98.6 per cent and should be renewed at higher volume, while what you knew locally was that the inspector had been passing batches by eye because the test rig was out of calibration. You chose: Move volume to the second-ranked supplier instead.Looking back, what would drive your choice if this were a real decision at your work?","I chose to move the volume to the second ranked supplier, which I notice is neither accepting nor checking. Looking back that was a way of avoiding the argument. It removes the immediate risk and it does not require me to challenge anybody's scorecard, and I think that is a very administrative instinct, to route around a problem rather than to name it. In my own work the equivalent would be quietly not running a course rather than saying the eligibility data is wrong. What would drive the real decision is whether naming the problem creates a conflict with a colleague I have to work with for the next ten years. In a small institution that consideration is much heavier than people outside understand.","A place to record a doubt that does not require an accusation. In our culture, questioning a number is heard as questioning a colleague's integrity, because the number was entered by a person sitting two rooms away. Until it is possible to say this figure looks doubtful without it becoming personal, people will simply stay quiet, and no amount of software will change that.",Perhaps that you should consider institutions where the data is entered by the same people who are judged by it. That is our situation and I suspect it is common in the public sector generally. The problem is not that people do not trust the dashboard. It is that everybody knows exactly how the dashboard is made.,4,,6,3,6,2,2,5,3,,,,,,,,1719
COLLECTED,S082,2,8,pricing,Consumer goods,visible,own,dashboard,1,0,7,4,1,0,,44,0,,About once a week,Manager with budget or people responsibility,Education,15 years or more,Senior manager or head of function,250 to 999,2,2,1,2,2,1,5,0,1,Whether accountability pressure makes people hide behind the report.,2026-08-14T05:56:23.000Z,2026-08-14T06:17:27.000Z,1264,now,2026-08-14T06:46:13.000Z,Yes,Yes,Yes,8/14/2026,India,Education,Deputy Registrar - Academic Administration,Senior manager or head of function,15 years or more,About once a week,10 to 24,I do not know,No,45 to 54,Doctorate,"We are not a very dashboard heavy place. There is an ERP module with admission and attendance data, and I look at a student enrolment summary and a fee collection status report. During accreditation season there is a separate data sheet for NIRF and NAAC which is compiled by hand from several sources. When the enrolment report opens I look at programme wise vacancy against sanctioned intake, because everything else in my work follows from that number.","We had to decide whether to run an elective in the odd semester with a small cohort. The system showed 14 registrations against a minimum of 20, and the automatic recommendation in the ERP was to withdraw the course. What I noticed is that our registration window closes before the supplementary results are declared, so students who are yet to clear a prerequisite cannot register even though many of them will clear it. I asked the examination section for the pending list and roughly 11 more students were eligible once the results came. We ran the course and it had 23 students. The system was working correctly and the calendar was the problem, but the effect on the decision was the same.","Frankly I do not know how to tell, and I am not sure anyone here does. The ERP was implemented by a vendor and we were trained on data entry, not on how the reports are built. There is no message about stale data that I have seen. My way of checking is to ask the section that owns the data, so for enrolment I ask the admission cell and for attendance I ask the department. If the two do not agree then I know one of them is wrong, and usually the ERP figure is the older one because entries are made in batches at the end of the month.","Yes. The attendance dashboard showed one department with 94 per cent average attendance which was simply not credible, we all walk past those classrooms. What had happened is that faculty were marking attendance at the end of the month from memory rather than daily in the app, and when you fill it from memory you fill it generously. So the data was entered, it was complete, and it was fiction.","I raised it verbally with the head of that department and then in the academic monitoring committee. Nothing was written specifically. The head was defensive, which I expected, because attendance is tied to eligibility for the examination and there are consequences for students. What happened in the end is that we made the app mark entries with a timestamp so that late entry becomes visible. That took about a year and it happened because of an audit query, not because of my point. My objection was not recorded anywhere. If you asked the committee today, nobody would remember I raised it.","In a university, a document carries weight, but the document that carries weight is the one required by a statute or by the accreditation body. A report generated internally has much less standing than a minute of a statutory body. So a decision backed by a report is somewhat easier to defend, but a decision backed by a resolution is very much easier. My own judgement, after twenty two years, carries some weight in the corridor and almost none in the file. That is the honest position and it is a little disappointing to write it down.","If I follow the system and the outcome is poor, it is treated as a procedural matter. If I withdraw or run a course against what the system recommends and it goes badly, then it is my decision and it will be raised in the next review, sometimes years later when the cohort's results come out. The asymmetry is large. I would add that in academia the timescales are so long that the person who took the decision is often no longer in that seat, which paradoxically makes people more cautious, not less, because they know the record will outlive them.","Our clerks in the examination section know the data better than anyone. One of them told us repeatedly that the mapping of elective courses to credits was wrong for one programme, which would affect the transcripts. He told his section officer. It went nowhere for two semesters. It surfaced when a student going abroad had a transcript query and then it was fixed in a week. Nobody recorded that he had raised it. When it was fixed the credit was taken by the committee that fixed it. I remember thinking that if we had a place to write these things, that clerk would have three years of correct predictions to his name.","Yes it does. The ERP gives me registrations, vacancy and fee status, so my options are run the course, withdraw it, or merge sections. What is never on the table is changing when the registration window opens, which as I explained is the actual cause of the problem. The system cannot show me a decision that is about the system's own timing, so that option has to be raised by a human being who has noticed, and most people are too busy to notice.","In the study you have just completed, in the scenario about renewing a supplier at increased volume the dashboard indicated that the supplier scored 98.6 per cent and should be renewed at higher volume, while what you knew locally was that the inspector had been passing batches by eye because the test rig was out of calibration. You chose: Move volume to the second-ranked supplier instead.Looking back, what would drive your choice if this were a real decision at your work?","I chose to move the volume to the second ranked supplier, which I notice is neither accepting nor checking. Looking back that was a way of avoiding the argument. It removes the immediate risk and it does not require me to challenge anybody's scorecard, and I think that is a very administrative instinct, to route around a problem rather than to name it. In my own work the equivalent would be quietly not running a course rather than saying the eligibility data is wrong. What would drive the real decision is whether naming the problem creates a conflict with a colleague I have to work with for the next ten years. In a small institution that consideration is much heavier than people outside understand.","A place to record a doubt that does not require an accusation. In our culture, questioning a number is heard as questioning a colleague's integrity, because the number was entered by a person sitting two rooms away. Until it is possible to say this figure looks doubtful without it becoming personal, people will simply stay quiet, and no amount of software will change that.",Perhaps that you should consider institutions where the data is entered by the same people who are judged by it. That is our situation and I suspect it is common in the public sector generally. The problem is not that people do not trust the dashboard. It is that everybody knows exactly how the dashboard is made.,4,,6,3,6,2,2,5,3,,,,,,,,1719
COLLECTED,S083,0,1,supplier,Manufacturing,visible,own,partial,0,0,6,7,1,0,,74,0,,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S083,0,2,freight,Logistics,hidden,own,dashboard,1,0,5,5,0,0,,112,0,,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S083,0,3,fraud,Financial services,visible,auditable,correct,0,1,4,6,1,0,,58,1,1,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S083,0,4,pricing,Consumer goods,hidden,own,partial,0,0,6,6,1,1,1,85,0,,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S083,0,5,retention,Technology,visible,auditable,correct,0,1,5,5,1,1,3,85,0,,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S083,0,6,kiln,Industrial,visible,own,partial,0,0,4,6,1,0,,58,1,1,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S083,0,7,ward,Healthcare,hidden,auditable,correct,0,1,5,6,1,0,,36,0,,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S083,0,8,kovai,Retail,hidden,auditable,dashboard,1,0,5,5,0,1,3,97,0,,Daily,Analyst or specialist supporting decisions,Manufacturing and industrial,5 to 9 years,Manager,"5,000 or more",1,0,0,2,2,0,5,0,0,No idea.,2026-08-14T09:15:14.000Z,2026-08-14T09:33:20.000Z,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
